OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CO,USGS Colorado Water Science Center,USGS-06746095,"JOE WRIGHT CREEK ABOVE JOE WRIGHT RESERVOIR, CO",Stream,,10190007,3.14,sq mi,,,40.5399822,-105.88279,24000,5,seconds,Interpolated from MAP.,NAD83,9990,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06746100,"JOE WRIGHT CREEK NEAR CAMERON PASS, CO",Stream,,10190007,5.05,sq mi,,,40.5469266,-105.8758452,24000,1,seconds,Interpolated from MAP.,NAD83,9910,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06746110,"JOE WRIGHT CREEK BELOW JOE WRIGHT RESERVOIR, CO",Stream,,10190007,6.92,sq mi,,,40.5619264,-105.8639,24000,1,minutes,Interpolated from MAP.,NAD83,9710,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06747000,"LARAMIE-POUDRE TUNNEL NEAR CHAMBERS LAKE, CO.",Stream,,10180010,,,,,40.6763691,-105.8527872,,5,seconds,Interpolated from MAP.,NAD83,8565.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06747200,"BOB CREEK DITCH NEAR GLENDEVEY, CO.",Stream: Ditch,,10190007,,,,,40.7638684,-105.7669494,,5,seconds,Interpolated from MAP.,NAD83,9890.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06747500,"CACHE LA POUDRE RIVER NEAR RUSTIC, CO.",Stream,,10190007,198,sq mi,,,40.6955363,-105.6902802,,5,seconds,Interpolated from MAP.,NAD83,7610.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06748000,"CACHE LA POUDRE RIVER NEAR LOG CABIN, CO.",Stream,,10190007,234,sq mi,,,40.6994254,-105.572219,,5,seconds,Interpolated from MAP.,NAD83,7090.24,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06748200,"FALL CREEK NEAR RUSTIC, CO.",Stream,,10190007,3.59,sq mi,,,40.5516493,-105.6269458,,5,seconds,Interpolated from MAP.,NAD83,9765.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06748500,"SOUTH FORK CACHE LA POUDRE RIVER NR EGGERS, CO.",Stream,,10190007,70.6,sq mi,,,40.6180374,-105.5252736,,5,seconds,Interpolated from MAP.,NAD83,7900.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06748510,"LITTLE BEAVER CREEK NEAR IDYLWILDE, CO",Stream,,10190007,0.88,sq mi,,,40.6385926,-105.6616684,,5,seconds,Interpolated from MAP.,NAD83,10000,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06748530,"LITTLE BEAVER CREEK NEAR RUSTIC, CO",Stream,,10190007,12.3,sq mi,,,40.6230374,-105.5649975,,5,seconds,Interpolated from MAP.,NAD83,8350,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06748600,"SOUTH FORK CACHE LA POUDRE RIVER NR RUSTIC, CO.",Stream,,10190007,92.4,sq mi,,,40.6469261,-105.493605,,5,seconds,Interpolated from MAP.,NAD83,7596.86,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06749000,"CACHE LA POUDRE RIVER BELOW ELKHORN CREEK, CO.",Stream,,10190007,409,sq mi,,,40.6922035,-105.433324,,5,seconds,Interpolated from MAP.,NAD83,6447.53,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06749500,"CACHE LA POUDRE RIVER NEAR FORT COLLINS, CO.",Stream,,10190007,485,sq mi,,,40.7010925,-105.2413717,,5,seconds,Interpolated from MAP.,NAD83,5355.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06750000,"COLUMBINE DITCH AT DEADMAN HILL, CO.",Stream: Ditch,,10190007,,,,,40.7980349,-105.7680595,,5,seconds,Interpolated from MAP.,NAD83,10200.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06750500,"WILSON SUPPLY DITCH NEAR EATON RESERVOIR, CO.",Stream: Ditch,,10180010,,,,,40.9080343,-105.7797234,,5,seconds,Interpolated from MAP.,NAD83,8930.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06751150,N FK CACHE LA POUDRE R BLW HALLIGAN RES NR VA DALE,Stream,,10190007,354,sq mi,,,40.8783164,-105.3380411,24000,5,seconds,Interpolated from MAP.,NAD83,6310,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06751490,"NORTH FORK CACHE LA POUDRE RIVER AT LIVERMORE, CO",Stream,,10190007,538,sq mi,,,40.7874815,-105.2522047,,5,seconds,Interpolated from MAP.,NAD83,5715,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06751500,"N FORK CACHE LA POUDRE RIVER NEAR LIVERMORE, CO.",Stream,,10190007,566,sq mi,,,40.7027592,-105.2341492,,5,seconds,Interpolated from MAP.,NAD83,5380.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752000,"CACHE LA POUDRE RIV AT MO OF CN, NR FT COLLINS, CO",Stream,,10190007,1054,sq mi,,,40.6644262,-105.2244271,24000,5,seconds,Interpolated from MAP.,NAD83,5220,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752045,"BLACK HOLLOW RESERVOIR, CO.","Lake, Reservoir, Impoundment",,10190007,,,,,40.6097036,-104.8708047,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752125,"WINDSOR LAKE, CO.","Lake, Reservoir, Impoundment",,10190007,,,,,40.4805373,-104.9013617,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752145,"TIMNATH RESERVOIR, CO.","Lake, Reservoir, Impoundment",,10190007,,,,,40.5410932,-104.9591411,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752255,"TERRY LAKE, CO.","Lake, Reservoir, Impoundment",,10190007,,,,,40.6172046,-105.0763668,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752258,"CACHE LA POUDRE R A SHIELDS ST A FT COLLINS, CO.",Stream,,10190007,1119,sq mi,,,40.6030379,-105.095812,,5,seconds,Interpolated from MAP.,NAD83,4976.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752260,"CACHE LA POUDRE RIVER AT FORT COLLINS, CO",Stream,,10190007,1128,sq mi,,,40.5880833,-105.0692222,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,4940,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752270,"CACHE LA POUDRE RIVER BELOW FORT COLLINS, CO.",Stream,,10190007,1240,sq mi,,,40.5669269,-105.0271988,24000,5,seconds,Interpolated from MAP.,NAD83,4890.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752275,"FOSSIL CREEK RESERVOIR, CO.","Lake, Reservoir, Impoundment",,10190007,,,,,40.491927,-104.995254,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752280,"CACHE LA POUDRE RIV AB BOXELDER CRK NR TIMNATH, CO",Stream,,10190007,1244,sq mi,,,40.5519269,-105.011365,24000,1,minutes,Interpolated from MAP.,NAD83,4860,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752285,"BOXELDER CREEK TRIB AT HWY 36 NEAR WATKINS, CO",Stream,,10190003,13,sq mi,13,sq mi,39.7420917,-104.6151056,24000,1,seconds,Interpolated from Digital MAP.,NAD83,5499.81,feet,.15,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,001,,,,20150601,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752300,"CACHE LA POUDRE RIVER AT TIMNATH, CO.",Stream,,10190007,,,,,40.5308158,-104.9935869,,5,seconds,Interpolated from MAP.,NAD83,4844.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06752500,"CACHE LA POUDRE RIVER NEAR GREELEY, CO.",Stream,,10190007,1879,sq mi,,,40.4177587,-104.6399624,24000,5,seconds,Interpolated from MAP.,NAD83,4610.00,feet,15,feet,Unknown.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06753400,"LONETREE CREEK AT CARR, CO.",Stream,,10190008,169,sq mi,,,40.8983161,-104.8680253,,5,seconds,Interpolated from MAP.,NAD83,4680,feet,15,feet,Unknown.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06753500,"LONETREE CREEK NEAR NUNN, CO.",Stream,,10190008,199,sq mi,,,40.7666476,-104.7908027,,5,seconds,Interpolated from MAP.,NAD83,5320.00,feet,15,feet,Unknown.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06753600,"LITTLE OWL CREEK NEAR NUNN, CO",Stream,,10190008,16.3,sq mi,,,40.80525,-104.7621944,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,5345,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06753800,"OWL CREEK TRIBUTARY NEAR ROCKPORT, CO.",Stream,,10190008,4.28,sq mi,4.22,sq mi,40.9185931,-104.7674682,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06753990,"LONETREE CREEK NEAR GREELEY, CO.",Stream,,10190008,574,sq mi,,,40.4424808,-104.5888487,,5,seconds,Interpolated from MAP.,NAD83,4630,feet,15,feet,Unknown.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06754000,"SOUTH PLATTE RIVER NEAR KERSEY, CO",Stream,,10190003,9661,sq mi,,,40.4119253,-104.5627366,24000,1,minutes,Interpolated from MAP.,NAD83,4578.02,feet,10,feet,Level or other surveyed method.,NAVD88,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06756200,"GEARY CREEK TRIBUTARY NEAR ROCKPORT, CO.",Stream,,10190009,1.15,sq mi,1.15,sq mi,40.966649,-104.564406,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06756350,"SAND CREEK AT HIGHWAY 14 NEAR BRIGGSDALE, CO",Stream,,10190009,15.3,sq mi,,,40.6396139,-104.4058222,24000,1,seconds,Interpolated from Digital MAP.,NAD83,4872.88,feet,.11,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,123,,,,20150601,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06756500,"CROW CREEK NEAR BARNSVILLE, CO.",Stream,,10190009,1283,sq mi,1212,sq mi,40.4930369,-104.4435651,,5,seconds,Interpolated from MAP.,NAD83,4670.00,feet,15,feet,Unknown.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06756995,"SOUTH PLATTE RIVER AT MASTERS, CO.",Stream,,10190003,12169,sq mi,,,40.3058144,-104.2449505,,5,seconds,Interpolated from MAP.,NAD83,4450.00,feet,15,feet,Unknown.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06757000,"SOUTH PLATTE RIVER AT SUBLETTE, CO.",Stream,,10190003,12222,sq mi,,,40.3038701,-104.179117,,5,seconds,Interpolated from MAP.,NAD83,4419.48,feet,15,feet,Unknown.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06757600,"KIOWA CREEK AT K-79 RES, NEAR EASTONVILLE, CO.",Stream,,10190010,3.2,sq mi,,,39.0666585,-104.5824711,,5,seconds,Interpolated from MAP.,NAD83,7287.14,feet,15,feet,Unknown.,NGVD29,US,08,041,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06758000,"KIOWA CREEK AT ELBERT, CO.",Stream,,10190010,28.6,sq mi,,,39.2097116,-104.5338582,,5,seconds,Interpolated from MAP.,NAD83,6740.00,feet,15,feet,Unknown.,NGVD29,US,08,039,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06758100,"WEST KIOWA CREEK AT ELBERT, CO.",Stream,,10190010,35.9,sq mi,,,39.210545,-104.5383027,,5,seconds,Interpolated from MAP.,NAD83,6740.00,feet,15,feet,Unknown.,NGVD29,US,08,039,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06758150,"KIOWA CREEK TRIBUTARY NEAR ELBERT, CO.",Stream,,10190010,1.22,sq mi,1.1,sq mi,39.201656,-104.5044128,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,039,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06758200,"KIOWA CREEK AT KIOWA, CO.",Stream,,10190010,111,sq mi,,,39.3372097,-104.4755226,,5,seconds,Interpolated from MAP.,NAD83,6350.00,feet,15,feet,Unknown.,NGVD29,US,08,039,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06758250,"KIOWA CREEK TRIBUTARY NEAR BENNETT, CO.",Stream,,10190010,6.4,sq mi,6.4,sq mi,39.613041,-104.4507972,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,005,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06758300,"KIOWA CREEK AT BENNETT, CO.",Stream,,10190010,236,sq mi,,,39.7483178,-104.4132943,,5,seconds,Interpolated from MAP.,NAD83,5430.00,feet,15,feet,Unknown.,NGVD29,US,08,001,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06758400,"GOOSE CREEK NEAR HOYT, CO.",Stream,,10190010,3.82,sq mi,,,40.0370417,-104.2179583,24000,1,seconds,GNSS1 - Level 1 Quality Survey Grade Global Navigation Satellite System,NAD83,4824.72,feet,.10,feet,GNSS1 - Level 1 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06758500,"SOUTH PLATTE RIVER NEAR WELDONA, CO",Stream,,10190003,13205,sq mi,,,40.3213889,-103.9202778,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4309.79,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,08,087,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06758700,"MIDDLE BIJOU CREEK TRIBUTARY NR DEER TRAIL, CO.",Stream,,10190011,1.74,sq mi,1.68,sq mi,39.492484,-104.1632943,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,039,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06759000,"BIJOU CREEK NEAR WIGGINS, CO.",Stream,,10190011,1314,sq mi,,,40.2480359,-104.0360609,,5,seconds,Interpolated from MAP.,NAD83,4490.00,feet,15,feet,Unknown.,NGVD29,US,08,087,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06759100,"BIJOU CREEK NEAR FT. MORGAN, CO.",Stream,,10190011,1383,sq mi,,,40.2827589,-103.8755062,,5,seconds,Interpolated from MAP.,NAD83,4302.00,feet,15,feet,Unknown.,NGVD29,US,08,087,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06759500,"SOUTH PLATTE RIVER AT FORT MORGAN, CO",Stream,,10190012,14648,sq mi,,,40.2684028,-103.8011917,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,4260,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,087,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06759700,"SAND CREEK TRIBUTARY NEAR LINDON, CO.",Stream,,10190013,2.45,sq mi,1.72,sq mi,39.7316513,-103.355497,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,121,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06759900,"ANTELOPE DRAW NEAR UNION, CO.",Stream,,10190012,3.19,sq mi,1.34,sq mi,40.4299816,-103.60078,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,087,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06759910,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NR BALZAC, CO",Stream,,10190012,16609,sq mi,,,40.3575,-103.5280556,24000,1,seconds,Interpolated from MAP.,NAD83,4135.02,feet,.2,feet,Level or other surveyed method.,NAVD88,US,08,087,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06759998,"SOUTH PLATTE RIVER AT BALZAC, CHANNEL 2(N), CO.",Stream,,10190012,,,,,40.406647,-103.4666092,,5,seconds,Interpolated from MAP.,NAD83,4090.97,feet,15,feet,Unknown.,NGVD29,US,08,087,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06759999,"SOUTH PLATTE RIVER AT BALZAC, CHANNEL 1(S), CO.",Stream,,10190012,,,,,40.406647,-103.4666092,,5,seconds,Interpolated from MAP.,NAD83,4091.06,feet,15,feet,Unknown.,NGVD29,US,08,087,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06760000,"SOUTH PLATTE RIVER AT BALZAC, CO.",Stream,,10190012,16623,sq mi,,,40.406647,-103.4666092,,5,seconds,Interpolated from MAP.,NAD83,4091.06,feet,15,feet,Unknown.,NGVD29,US,08,087,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06760200,"IGO CREEK TRIBUTARY NEAR KEOTA, CO.",Stream,,10190014,1.53,sq mi,1.53,sq mi,40.7899869,-103.9555034,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06760230,"UNNAMED CREEK  AT HIGHWAY 71 NEAR STONEHAM, CO",Stream,,10190012,6.17,sq mi,,,40.9587417,-103.6878583,24000,1,seconds,Interpolated from Digital MAP.,NAD83,4980.47,feet,.18,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,123,,,,20150601,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06760300,"DARBY CREEK NEAR BUCHANAN, CO.",Stream,,10190012,6.67,sq mi,6.38,sq mi,40.8799851,-103.3204858,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,075,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06760430,"SPRING CANYON CREEK NEAR PEETZ, CO.",Stream,,10190012,22.9,sq mi,9.96,sq mi,40.9699873,-103.0099214,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,075,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06760500,"SOUTH PLATTE RIVER NEAR CROOK, CO.",Stream,,10190012,19009,sq mi,,,40.8433245,-102.8132488,,5,seconds,Interpolated from MAP.,NAD83,3705.39,feet,15,feet,Unknown.,NGVD29,US,08,075,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06763980,"S. PLATTE R. AT JULESBURG, COLO. (CHAN. 4)",Stream,,10190018,,,,,40.9794371,-102.2546295,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,115,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06763990,"S. PLATTE R. AT JULESBURG, COLO. (CHAN. 2)",Stream,,10190018,,,,,40.9794371,-102.2546295,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,115,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06764000,"SOUTH PLATTE RIVER AT JULESBURG, CO",Stream,,10190018,22824,sq mi,,,40.9749928,-102.2518517,24000,5,seconds,Interpolated from MAP.,NAD83,3449.80,feet,10,feet,Level or other surveyed method.,NAVD88,US,08,115,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06821300,"NORTH FORK ARIKAREE RIVER TRIBUTARY NR SHAW, CO.",Stream,,10250001,6.55,sq mi,1.45,sq mi,39.519987,-103.4435551,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,073,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06821360,ARIKAREE RIVER ABV SPRING CANYON NR IDALIA CO,Stream,,10250001,1117,sq mi,,,39.7519356,-102.4121429,24000,5,seconds,Interpolated from MAP.,NAD83,3810,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,125,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06821400,"NORTH FORK BLACK WOLF CREEK NEAR VERNON, CO.",Stream,,10250001,17,sq mi,7.51,sq mi,39.9066573,-102.2693614,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,125,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06822000,"NORTH FORK REPUBLICAN RIVER NEAR WRAY, CO.",Stream,,10250002,1019,sq mi,,,40.0736006,-102.2854739,,5,seconds,Interpolated from MAP.,NAD83,3582.00,feet,15,feet,Unknown.,NGVD29,US,08,125,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06822210,"DUCK CREEK AT I-70 NEAR FLAGLER, CO",Stream,,10250003,6.59,sq mi,,,39.2861167,-103.1564306,24000,1,seconds,Interpolated from Digital MAP.,NAD83,5040.64,feet,.13,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,073,,,,20150601,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06822550,"UNNAMED CREEK AT HIGHWAY 63 NEAR ANTON, CO",Stream,,10250002,13.5,sq mi,,,39.8277778,-103.2188889,24000,1,seconds,Interpolated from Digital MAP.,NAD83,4768.59,feet,.74,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,121,,,,20150601,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06822585,"UNNAMED CREEK  AT HIGHWAY 61 NEAR OTIS, CO",Stream,,10250002,19.2,sq mi,,,40.2468722,-102.9663056,24000,1,seconds,Interpolated from Digital MAP.,NAD83,4296.09,feet,.11,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,121,,,,20150601,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06822600,"PATENT CREEK NEAR ST. PETERSBURG, CO.",Stream,,10250002,2.37,sq mi,1.66,sq mi,40.4972102,-102.7754779,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,075,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06822700,"RED WILLOW CREEK AT HIGHWAY 59 NEAR YUMA, CO",Stream,,10250002,5.59,sq mi,,,40.3501194,-102.7169278,24000,1,seconds,Interpolated from Digital MAP.,NAD83,4014.21,feet,.11,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,125,,,,20150601,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06825000,"SOUTH FORK REPUBLICAN RIVER NEAR IDALIA, CO.",Stream,,10250003,1412,sq mi,,,39.6163822,-102.2426918,,5,seconds,Interpolated from MAP.,NAD83,3680.00,feet,15,feet,Unknown.,NGVD29,US,08,125,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06825100,"LANDSMAN CREEK TRIBUTARY NEAR STRATTON, CO.",Stream,,10250003,7.02,sq mi,1.13,sq mi,39.1119416,-102.6740903,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,063,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06825500,"LANDSMAN CREEK NEAR HALE, CO.",Stream,,10250003,268,sq mi,,,39.575549,-102.2521363,,5,seconds,Interpolated from MAP.,NAD83,3720.00,feet,15,feet,Unknown.,NGVD29,US,08,125,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06826000,"BONNY RESERVOIR NEAR HALE, CO.","Lake, Reservoir, Impoundment",,10250003,1820,sq mi,,,39.6233269,-102.1743558,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,125,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06826500,"SOUTH FORK REPUBLICAN RIVER NEAR HALE, CO.",Stream,,10250003,1825,sq mi,,,39.6238825,-102.163522,,5,seconds,Interpolated from MAP.,NAD83,3610.00,feet,15,feet,Unknown.,NGVD29,US,08,125,,,,,,,,,NWIS
